uper,href,describe,upload_time,duration,viewcount,upscount,downscount,rel_uper,rel_title,rel_href,rel_count
Shri Ram Programming Academy,/watch?v=TeMRg_nx0Ok&list=PLAhMZvmt8G1MPc_qG078lQLVQjuyRJKLZ&index=41&t=0s,A school course in OOPS.,2016年4月9日发布,2:46,"2,359 次观看","""10""","""7""","[Shri, 老高與小茉, Shri, UKspreadbetting, .NET, Shri, Shri, Knowledge, Education, Shri, Dhananjay, Mechanical, Microsoft, Last, Anthony, d80, BBarters, INFORMATORIES, Christian, Questpond]","[Liskov substitution principle SOLID, 【震撼】這是一部解開所有宇宙之謎的影片 | 老高與小茉 Mr &amp; Mrs Gao, Totapuri mango, How Important is the Closing Price when Trading? 🤚, Dependency Injection using Microsoft Unity Application block ( DI IOC) - 30 minutes training, what is polyster, what is rayon, Lesson 12 -  Open Close Principle and Strategy pattern  [ Java for Beginners ], risk management |  Software engineering |, what is plough, Open Closed Principle Video, Concept of types of system,open closed &amp; Isolated (In Hindi), SOLID Design\xa0Patterns, Use case Diagram with Example in Hindi | SOOAD series, Dependency Injection, SOLID - ISP - Interface Segregation Principle in 5 minutes, SOLID principles - part 1, Design Patterns in C# and .NET : Open-Closed Principle, Programming - What is... Inversion of Control, Object Oriented programming ( OOP ) :- What is Aggregation , Association and Composition ?]","/watch?v=lf6UOjrSwA0', '/watch?v=3QS5hyXpNyw', '/watch?v=UYrkK3uIbI8', '/watch?v=eQMRDpiLqRo', '/watch?v=FuAhnqSDe-o', '/watch?v=AX2EmZRAzL8', '/watch?v=lNQnThMBOZ0', '/watch?v=BLcnGmsZ5EE', '/watch?v=9qtnJmdR_-M', '/watch?v=3_EIx3p0G5s', '/watch?v=Z_VuxB5guuA', '/watch?v=j6qHhH27i78', '/watch?v=agkWYPUcLpg', '/watch?v=6oz8MKShCVE', '/watch?v=IKD2-MAkXyQ', '/watch?v=3CtAfl7aXAQ', '/watch?v=hCsqBIyT1pI', '/watch?v=lNqaM-WhsrI', '/watch?v=zmdWWujU8M4', '/watch?v=0po_wmSEW1Q","8,501', '742,780', '50', '7,534', '319,018', '16', '227', '6,580', '46,146', '13', '6,171', '44,299', '131,104', '266,764', '582,170', '16,651', '120,212', '400', '110,112', '205,245"
Shri Ram Programming Academy,/watch?v=lf6UOjrSwA0&list=PLAhMZvmt8G1MPc_qG078lQLVQjuyRJKLZ&index=42&t=0s,A school course in OOPS.,2016年5月8日发布,6:37,"8,515 次观看","""36""","""37""","[BBarters, .NET, kudvenkat, MySirG.com, Programming, Confreaks, .NET, BBarters, kudvenkat, Knowledge, .NET, Shri, Anthony, .NET, Improve, d80, kudvenkat, Christian, Reval, .NET]","[SOLID principles - part 1, c# interview question :- Difference between == VS .Equals(), Liskov Substitution Principle, Lecture 10 Recursion in C Part 1 Hindi, Repository Pattern with C# and Entity Framework, Done Right | Mosh, GORUCO 2009 - SOLID Object-Oriented Design by Sandi Metz, c# (Csharp) and .NET Interview questions :- What are Generics, How to draw class diagram, Part 3   Why and when should we use an abstract class, Lesson 12 -  Open Close Principle and Strategy pattern  [ Java for Beginners ], 3: Software Architecture with real time scenario - The batch printing problem(LSP violation), Interface segregation principle SOLID, Dependency Injection, Dependency Injection using Microsoft Unity Application block ( DI IOC) - 30 minutes training, Liskov Substitution Principle (LSP) in C++, SOLID - LSP - Liskov Substitution Principle in 5 minutes, Introduction to Design Patterns, Programming - What is... Inversion of Control, SOLID Principles - Liskov Substitution (PHP Tutorial Part 3/5), Factory Design Pattern]","/watch?v=hCsqBIyT1pI', '/watch?v=3IReFdq5d7o', '/watch?v=gnKx1RW_2Rk', '/watch?v=b_L1PHY7j0Q', '/watch?v=rtXpYpZdOzM', '/watch?v=v-2yFMzxqwU', '/watch?v=7bKhAJpY9ho', '/watch?v=xiUFTLIU-lw', '/watch?v=yyU3bXyc_oU', '/watch?v=BLcnGmsZ5EE', '/watch?v=-2iE6Q2Z6xU', '/watch?v=bKM-zPRyk_Q', '/watch?v=IKD2-MAkXyQ', '/watch?v=FuAhnqSDe-o', '/watch?v=gSv4_5DlESs', '/watch?v=Orhu0x5aplI', '/watch?v=rI4kdGLaUiQ', '/watch?v=zmdWWujU8M4', '/watch?v=w7KxVGcHzno', '/watch?v=yDEmb5XYc_s","120,212', '108,205', '69,372', '333,119', '527,976', '40,588', '251,256', '152,942', '614,097', '6,580', '11,961', '3,271', '582,170', '319,018', '544', '49,495', '295,863', '110,112', '5,515', '309,116"
.NET Interview Preparation videos,/watch?v=FuAhnqSDe-o&list=PLAhMZvmt8G1MPc_qG078lQLVQjuyRJKLZ&index=43&t=0s,"For more such videos visit ', '\nFor more such videos subscribe ', '\n\nSee our other Step by Step video series below :-\nLearn C# Step by Step ', '\nLearn Angular tutorial step by step ', '\nLearn MVC Core step by step :- ', '\nLearn Design Pattern Step by Step ', '\nLearn Data Science in 1 hour :- ', '\nLearn Power BI Step by Step:- ', '\nLearn MSBI Step by Step in 32 hours:- ', '\nLearn Tableau step by step :- ', '\nLearn SQL Server Step by Step ', '\nLearn SharePoint Step by Step in 8 hours:- ', '\n\nIn this 30 minutes video training we will try to understand what is DI and how to implement the same by using Microsoft unity application block. The complete code is demonstrated using visual studio and C# language.\n\nFor seeing the IOC video see this video :- ', '\n\nWe are also distributing a 200 page Ebook "".NET Interview Question and Answers"". If you want this ebook please share this video in your facebook/twitter/linkedin account and email us on questpond@questpond.com with the shared link and we will email you the PDF.",2014年9月1日发布,33:19:00,"319,066 次观看","""2,203""","""115""","[Questpond, AKLA, CodeWithChris, Engineering, .NET, .NET, Techie, kudvenkat, .NET, Questpond, .NET, .NET, Questpond, .NET, .NET, Questpond, Programming, Christian, .NET, .NET]","[Lazy Loading design pattern, 惊人的农业技术。  - 令人印象深刻的拖拉机视频。, Swift Programming Tutorial for Beginners (Full Tutorial), How Miserable Is A Tesla Road Trip?, c# (Csharp):- What is the use of Yield keyword in c# ?, C# interview questions :- Explain typesafe,casting , implicit casting and explicit casting ?, Dependency injection in ASP.NET Web API, Part 3   Why and when should we use an abstract class, Post vs Put, c# (Csharp) :- What is Lambda expressions , Action , Func and Predicate ?, What is Mock testing ( MOQ) ?, 4 : Software Architecture with real time scenarios - The tax calculator scenario(DI/IOC), Object Oriented programming ( OOP ) :- What is Aggregation , Association and Composition ?, What is SSIS , SSAS and SSRS ( part 1)  with sample demo?, c# (Csharp) and .NET :- Difference between IEnumerable and IEnumerator., c# (Csharp) and .NET training :- What are extension methods in c# ? (Interview questions), Repository Pattern with C# and Entity Framework, Done Right | Mosh, Programming - What is... Inversion of Control, Factory Design Pattern, How to unit test private methods using VSTS unit test?]","/watch?v=2SrfdAkwmFo', '/watch?v=Z-6SHHLArMo', '/watch?v=Ulp1Kimblg0', '/watch?v=uC95WACQhCY', '/watch?v=4fju3xcm21M', '/watch?v=Rlw_njQhkxw', '/watch?v=tlQ3SbrZdgw', '/watch?v=yyU3bXyc_oU', '/watch?v=1xVK2m817Bw', '/watch?v=8o0O-vBS8W0', '/watch?v=YUcxik0PnWY', '/watch?v=YM7nJTlzd1E', '/watch?v=0po_wmSEW1Q', '/watch?v=I_Ae3suaL-U', '/watch?v=jd3yUjGc9M0', '/watch?v=Iu7OrL6vCOw', '/watch?v=rtXpYpZdOzM', '/watch?v=zmdWWujU8M4', '/watch?v=yDEmb5XYc_s', '/watch?v=Vq6Gcs9LrPQ","77,960', '10,035,101', '504,116', '848,965', '172,517', '35,595', '16,430', '614,097', '19,335', '225,696', '143,638', '26,526', '205,245', '396,770', '339,864', '88,413', '528,088', '110,112', '309,116', '24,886"
Haresh Yadav,/watch?v=CQmlc-q1ksU&list=PLAhMZvmt8G1MPc_qG078lQLVQjuyRJKLZ&index=44&t=0s,[],2016年6月18日发布,18:33,"78,980 次观看","""542""","""63""",[.NET],[Interface in C#],/watch?v=n4mCbaqH8zs,"41,458"
BestDotNetTraining,/watch?v=zTaTVNYOH5M&list=PLAhMZvmt8G1MPc_qG078lQLVQjuyRJKLZ&index=45&t=0s,"[""C# Tutorial - Data Types - Value Types vs Reference Types is the second video which comes after, Introduction of C# belonging to a series of video covering C# tutorial. In this video complete focus is on data types as it is the most important part of any language for developing an application and then comes value type, reference type, difference between them, various types of memory locations where the variables are allocated memory space and lot more...\n\nSome Points discussed in this C# training video are:\n\n1. Size of the variable and format in the memory is decided based on the data type.\n\n2. C# language is called as type safe as the compiler validates an expression whether correct or not based on the data type.\n\n3. Going forward a trainee will understand the following topics in depth:\na. Global Memory\nb. Stack Memory\nc. Heap Memory\n\n4. Value type directly holds the value. Ex: All Basic Types, Structures & Enum and memory allocation is done either on Global, Stack or Heap based on the scope of the variable.\n\n5. Reference type holds the reference to the value. Ex: array, class etc and memory allocation is done on HEAP.\n\nMr. Sandeep Soni is a Microsoft Certified Trainer (MCT), MCSD, MCPD and has over 18+ years of experience in teaching technologies, Sandeep has trained over 1,00,000 students across the globe, and has been appreciated and recognized by many corporate for the technology training delivered onsite. He has over 500 hour's of.net videos which cover from basic to advanced and has a huge collection of videos in our library hosted at "", '.\n\nTo get In-depth knowledge on C# Programming visit our site:\n ', '\n\nFor FREE .net videos visit ', '\n\nFor complete playlist of this video please visit: ', '...\n\nPlaylist of all other courses offered by ', ' is at ', ""...   \nPlease don't forget to leave your valuable comment about the quality of our video\n\nFollow Us:\n"", '\n', '\n",2015年6月24日发布,35:21:00,"29,976 次观看","""132""","""15""","[Jesse, SimplyGrouch, Explorist, Programming, kudvenkat, mycodeschool, NDTV, IAmTimCorey, ENGINEERED, BestDotNetTraining, .NET, BestDotNetTraining, .NET, BestDotNetTraining, Programming, Tutorials, Wallace, .NET, Vetrivel, Jake]","[Advanced C#: Lesson 3 - Value types vs Reference types, [""10 References To Jojo's Bizarre Adventure Hidden In Other Works!""], Pros and Cons of being a Mechanical Engineer | Explore Engineering, C# Tutorial For Beginners - Learn C# Basics in 1 Hour, Part 3   Why and when should we use an abstract class, Pointers and dynamic memory - stack vs heap, What is value investing, Creating a C# Application: From idea to finished product, [""Don't Major in Engineering - Well Some Types of Engineering""], Create your First .NET MVC 5.2 Web Application -Video 1 - MVC Tutorial, OOP interview questions :- What is the difference between Abstraction and Encapsulation ?, C# String Builder - String and String Builder - 4, c# (Csharp) and .NET :- Difference between IEnumerable and IEnumerator., Introduction to C# Programming | Evaluation of C# - 1, C# Events and Delegates Made Simple | Mosh, C# - Data Types, .NET Stack and Heap, C# Out parameters Vs REF parameters, Create Login Window in C# step by step, Engineering vs Architecture | Architecture Engineering Work | Civil Engineering vs Architecture]","/watch?v=mvieNUe9Urs', '/watch?v=mard3s0SlUc', '/watch?v=4I0rzT-G13o', '/watch?v=gfkTfcpWqAY', '/watch?v=yyU3bXyc_oU', '/watch?v=_8-ht2AKyH4', '/watch?v=Gpux6BZudow', '/watch?v=YxewTI4H2mY', '/watch?v=ILDox857sYI', '/watch?v=2C2xJRHy8cM', '/watch?v=1Q4I63-hKcY', '/watch?v=ObkNUgBPEJU', '/watch?v=jd3yUjGc9M0', '/watch?v=7bQgrhXpBng', '/watch?v=jQgwEsJISy0', '/watch?v=VToVLx8BXyk', '/watch?v=clOUdVDDzIM', '/watch?v=lYdcY5zulXA', '/watch?v=tcmmCcMs8yU', '/watch?v=Chb2qOnCfDE","55,545', '1,029,033', '205,534', '1,674,181', '614,097', '669,592', '20,158', '559,450', '556,002', '70,271', '573,557', '15,520', '339,864', '31,717', '488,725', '17,097', '61,086', '127,323', '2,020,597', '213,858"
.NET Interview Preparation videos,/watch?v=yDEmb5XYc_s&list=PLAhMZvmt8G1MPc_qG078lQLVQjuyRJKLZ&index=46&t=0s,"For more such videos visit ', '\n\nSee our other Step by Step video series below :-\nLearn Angular tutorial for beginners ', '\nLearn MVC Core step by step :- ', '\nLearn MVC 5 Step by Step in 16 hours:- ', '\nLearn MSBI Step by Step in 32 hours:- ', '\nLearn Xamarin Mobile Programming Step by Step :- ', '\nLearn Design Pattern Step by Step in 8 hours:- ', '\nLearn C# Step by Step in 100 hours :- ', '\nLearn Data structures & algorithm in 8 hours :-', '\nLearn SQL Server Step by Step in 16 hours:- ', '\nLearn Javascript in 2 hours :- ', '\nLearn SharePoint Step by Step in 8 hours:- ', '\nLearn TypeScript in 45 Minutes :- ', '\nLearn webpack in 50 minutes:- ', '\nLearn Visual Studio code in 10 steps for beginners:- ', '\nLearn Tableau step by step :- ', '\n\nThis video will discuss about one of the most useful pattern of design pattern named Factory Pattern.\nFor more such videos visit ', '\n\nWe are also distributing a 100 page Ebook ""Design Pattern Step By Step"". If you want this ebook please share this video in your facebook/twitter/linkedin account and email us on questpond@questpond.com with the shared link and we will email you the PDF.",2009年10月5日发布,7:49,"309,170 次观看","""641""","""181""","[Questpond, Questpond, BBarters, kudvenkat, .NET, .NET, kishore, Questpond, .NET, Questpond, .NET, Questpond, The, .NET, Christopher, .NET, .NET, kudvenkat, .NET, Pankaj]","[Lazy Loading design pattern, c# (Csharp) :- What is Lambda expressions , Action , Func and Predicate ?, Factory method pattern - design patterns (ep 5), Part 3   Why and when should we use an abstract class, SQL Server interview question :- Explain RowNumber,Partition,Rank and DenseRank ?, Dependency Injection using Microsoft Unity Application block ( DI IOC) - 30 minutes training, Factory Design Pattern - Part1, .NET and C# interview questions with answers on IL code, CLR, CTS, CAS, c# interview question :- Debug VS Release ( c# training ), c# (Csharp) and .NET :- Difference between Constant and Readonly., Design pattern :- What is Strategy pattern ?, c# (Csharp) and .NET training :- What are extension methods in c# ? (Interview questions), Understanding The Factory Design Pattern, c# interview questions:-Prove that only 1 instance of the object is created for static classes?, Factory Method Pattern – Design Patterns (ep 4), Builder Design Pattern, c# (Csharp):- What is the use of Yield keyword in c# ?, Factory Design Pattern Introduction, Interface in C#, Abstract Factory Design Pattern]","/watch?v=2SrfdAkwmFo', '/watch?v=8o0O-vBS8W0', '/watch?v=bZ2OHWf7Yb0', '/watch?v=yyU3bXyc_oU', '/watch?v=QFj-hZi8MKk', '/watch?v=FuAhnqSDe-o', '/watch?v=s5rRYOI_k30', '/watch?v=gaDn-sVLj8Q', '/watch?v=6CCTnMgRixM', '/watch?v=vNPBWNNlDwM', '/watch?v=sdT2LkbrJtc', '/watch?v=Iu7OrL6vCOw', '/watch?v=mTzDf_EZ1aM', '/watch?v=N9xwjZ4mMvw', '/watch?v=EcFVTgRHJLM', '/watch?v=jstef_eUM6E', '/watch?v=4fju3xcm21M', '/watch?v=bGqw8crGZ7Y', '/watch?v=n4mCbaqH8zs', '/watch?v=BPkYkyVWOaw","77,960', '225,696', '43,802', '614,097', '261,459', '319,018', '17,166', '124,719', '56,743', '117,892', '56,952', '88,413', '5,288', '142,648', '151,780', '70,070', '172,517', '109,763', '41,458', '20,006"
kudvenkat,/watch?v=yyU3bXyc_oU&list=PLAhMZvmt8G1MPc_qG078lQLVQjuyRJKLZ&index=47&t=0s,"Link for code samples used in the demo\n', '\n\nLink for csharp, asp.net, ado.net, dotnet basics, mvc and sql server video tutorial playlists\n', ""\n\nThis question can also be asked in a slightly different way\nGive an example of where we could use an abstract class?\n\nLet us understand when to use an abstract class with an example. An organisation has 2 types of employees\n1. FullTimeEmployee\n2. ContractEmployee\n\nWe would create an abstract class, when want to move the common functionality of 2 or more related classes into a base class and when, we don't want that base class to be instantiated.""]",2013年9月27日发布,20:28,"614,247 次观看","""3,135""","""125""","[.NET, The, kudvenkat, kudvenkat, Tony, The, Automation, kudvenkat, IAmTimCorey, kudvenkat, Academind, kudvenkat, CSharp, Java, kudvenkat, .NET, Telusko, kudvenkat, Joey]","[c# (Csharp) and .NET :- Difference between IEnumerable and IEnumerator., How to Learn Anything... Fast - Josh Kaufman, Part 1   How to find nth highest salary in sql, Part 8   Can an abstract class have a constructor, JavaScript: Understanding the Weird Parts - The First 3.5 Hours, IQ15:  6 SQL Query Interview Questions, Docker Beginner Tutorial 1 - What is DOCKER (step by step) | Docker Introduction | Docker basics, Clustered and nonclustered indexes in sql server   Part 36, C# Abstract Classes - What They Are, How to Use Them, and Best Practices, Creating a Web API Project, SQL vs NoSQL or MySQL vs MongoDB, Part 4   What are the advantages of using interfaces, Var vs Dynamic in c# ( C# interview questions with answers), What is the Spring framework really all about?, Factory Design Pattern Introduction, .NET and c# interview questions :- Can we implement interfaces with same method names in c# ?, What is REST API? | Web Service, Part 1   Can you store different types in an array in c#, Learn SQL in 1 Hour - SQL Basics for Beginners]","/watch?v=jd3yUjGc9M0', '/watch?v=EtJy69cEOtQ', '/watch?v=fvPddKyHxpQ', '/watch?v=PDcQhy2LfZs', '/watch?v=Bv_5Zv5c-Ts', '/watch?v=uAWWhEA57bE', '/watch?v=wi-MGFhrad0', '/watch?v=NGslt99VOCw', '/watch?v=jRkmPRk5j2E', '/watch?v=6qwuFQDB2jU', '/watch?v=ZS_kXvOeQ5Y', '/watch?v=33YnDZ7yoLA', '/watch?v=SsvJY33vc5g', '/watch?v=gq4S-ovWVlM', '/watch?v=bGqw8crGZ7Y', '/watch?v=6ZxVx93wa7Q', '/watch?v=qVTAB8Z2VmA', '/watch?v=-1NUQNSVVmk', '/watch?v=9Pzj7Aj25lw","339,864', '3,258,560', '1,079,081', '167,520', '2,182,531', '1,118,015', '275,647', '531,827', '20,855', '496,284', '609,993', '217,506', '117,806', '128,404', '109,763', '111,950', '1,206,067', '406,198', '1,380,520"
GeeksforGeeks,/watch?v=il_t1WVLNxk&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=2&t=0s,"Find complete Interview Experience at GeeksforGeeks Article: ', '\n\nVertical Sum in a Binary Tree:\nSolution:\n1) Hashing based: ', '\n2) Space optimised: ', '\nPractice Problem Online Judge: ', '\n\nMaximum Width of a Binary Tree:\nSolution: ', '\nPractice Problem Online Judge: ', '\nVideo: ', '\n\nHow is map implemented in C++ STL?\n', '\n\nPriority Inheritance and Priority Inversion:\n', '\n\nTopological Sort:\n', '\n\nMemory Layout:\n', '\n\nMore Amazon Interview Questions and Preparation Material: ', ""\n\nImages Designed by Freepik\n\nSoundtrack: Take You Home Tonight by Vibe Tracks\n\nThis video is contributed by Ishant Periwal\n\nPlease Like, Comment and Share the Video among your friends.\n\nAlso, Subscribe if you haven't already! :)""]",2017年7月25日发布,10:59,"317,856 次观看","""2,684""","""86""","[CS, Tushar, Learn, GeeksforGeeks, LOGICALLY, Irfan, Business, CS, Tech, SoaringME, Careerly, HackerRank, GeeksforGeeks, Braintastic, Learn, Tushar, Success, Linda, LOGICALLY, CS]","[5 Problem Solving Tips for Cracking Coding Interview Questions, System Design : Design a service like TinyUrl, 1 Simple Trick to Become Fluent in English - the JAM Technique - How to Be a Confident Speaker, Amazon Interview Questions - 2 | GeeksforGeeks, 10 Interview RIDDLES || Episode #1 || Frequently asked Job Interview RIDDLES, Amazon Coding Interview - Overlapping Rectangles - Whiteboard Wednesday, Jeff Bezos Talks Amazon, Blue Origin, Family, And Wealth, How I Learned to Code - and Got a Job at Google!, Amazon Interview question: Learn hashing and consistent hash ring, Successful Interviewing #10:  Behavioral-based interview questions, Interview Question: Tell me about a time you handled a difficult situation, Data Structures: Trees, Egg Dropping Problem - Approach to write the code (Dynamic Programming) | GeeksforGeeks, Most Brilliant IAS Interview Questions with Answers | Part -63 |Akshara Concepts, 08 common Interview question and answers - Job Interview Skills, System Design : Design messaging/chat service like Facebook Messenger or Whatsapp, System Design Interview Question: DESIGN A PARKING LOT - asked at Google, Facebook, Tell Me About Yourself - A Good Answer to This Interview Question, 5 Interview PUZZLES || Episode #2 || Frequently asked Job Interview PUZZLES, Amazon Coding Interview Question - K Closest Points to the Origin]","/watch?v=GBuHSRDGZBY', '/watch?v=fMZMm_0ZhK4', '/watch?v=O0qT4cK-wtk', '/watch?v=bptRLm3OiV8', '/watch?v=JzyrbnFOaZQ', '/watch?v=zGv3hOORxh0', '/watch?v=SCpgKvZB_VQ', '/watch?v=mElVGah7Epg', '/watch?v=bBK_So1u9ew', '/watch?v=03vt7e9kFG8', '/watch?v=T7qvWrbXKG8', '/watch?v=oSWTXtMglKE', '/watch?v=KVfxgpI3Tv0', '/watch?v=46SAVp_hP5k', '/watch?v=1mHjMNZZvFo', '/watch?v=zKPNUMkwOJE', '/watch?v=DSGsa0pu8-k', '/watch?v=kayOhGRcNt4', '/watch?v=yxGf3Knon2I', '/watch?v=eaYX0Ee0Kcg","330,023', '250,431', '6,420,068', '34,707', '746,780', '175,220', '1,163,159', '2,653,843', '46,229', '373,340', '2,097,629', '397,726', '30,863', '1,046,694', '13,915,404', '158,659', '352,502', '13,494,828', '284,242', '371,994"
GeeksforGeeks,/watch?v=AfxHGNRtFac&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=3&t=0s,"Explanation for the Article: ', '\n\nThis video is contributed by Sephiri.",2016年1月6日发布,11:52,"248,684 次观看","""749""","""156""",[martystepp],[CS 106B Lecture: Backtracking (permute a string)],/watch?v=78t_yHuGg-0,"67,204"
GeeksforGeeks,/watch?v=T4bY72lCQac&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=4&t=0s,"Explanation for the article: ', '\n\nThis video is contributed by Sephiri.",2016年6月18日发布,19:11,"172,673 次观看","""427""","""177""",[Tushar],[0/1 Knapsack Problem Dynamic Programming],/watch?v=8LusJS5-AGo,"1,242,739"
GeeksforGeeks,/watch?v=Y40bRyPQQr0&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=5&t=0s,"Explanation for the article: ', '\n\nThis video is contributed by Illuminati.",2016年11月8日发布,6:24,"213,650 次观看","""729""","""80""",[Abdul],[5.1 Graph Traversals - BFS &amp; DFS -Breadth First Search and Depth First Search],/watch?v=pcKY4hjDrxk,"619,313"
GeeksforGeeks,/watch?v=Q9PIxaNGnig&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=6&t=0s,"Explanation for the article: ', '\n\nThis video is contributed by Illuminati.",2016年10月22日发布,6:57,"232,188 次观看","""1,108""","""131""",[MIT],"[14. Depth-First Search (DFS), Topological Sort]",/watch?v=AfSk24UTFS8,"256,661"
['GeeksforGeeks'],https://www.youtube.com/watch?v=PzznKcMyu0Y&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=8&t=0s,['Explanation for the article: '],['2017年2月1日发布'],['16:49'],"['120,176 次观看']","['""289""']","['""82""']","[[('来自', 'MIT')], [('来自', 'EducateYourself')], [('来自', '5-Minute')], [('来自', 'Education')], [('来自', 'Tushar')], [('来自', 'Easy')], [('by', ''), ('来自', 'Yusuf'), ('by', ''), ('by', '')], [('来自', 'Verge')], [('来自', 'Numberphile')], [('来自', 'The')], [('来自', 'PolyMatter')], [('来自', 'Abdul')], [('来自', 'Vivekanand')], [('来自', 'DIY')], [('来自', 'Codearchery')], [('来自', 'University')], [('来自', 'ThinkAloudAcademy')], [('来自', 'HackerRank')], [('来自', 'Coding')], [('来自', 'BE')]]","[['12. Greedy Algorithms: Minimum Spanning Tree'], [""Prim's Algorithm: Minimum Spanning Tree (MST)""], ['22 GREAT IDEAS FOR YOUNG SCIENTISTS'], [""prim's algorithm | Minimum spanning tree(MST) |""], [""Prim's Algorithm Minimum Spanning Tree Graph Algorithm""], [""Prim's algorithm for Minimum Spanning Tree in (Hindi, English) with Example""], [""Prim's Algorithm - step by step guide""], ['This algorithm decodes rat squeaks and could revolutionize animal research'], ['Math vs Physics - Numberphile'], ['The Algorithm - Compiler Optimization Techniques // FULL ALBUM (2018)'], ['Not Everyone Should Code'], ['3.2 Job Sequencing with Deadlines - Greedy Method'], [""Prim's Algorithm for Minimum Spanning Tree | Graph Theory #13""], ['How to Grow a Lemon Tree from Seed'], [""Prim's Algorithm""], ['Minimum Spanning Tree (English+Hindi)'], ['Prims Algorithm : Greedy Technique : Think Aloud Academy'], ['Algorithms: Graph Search, DFS and BFS'], [""Prim's Algorithm - Explain""], ['Top 10 Most Amazing Science Experiments You Can Do At Home']]","['/watch?v=tKwnms5iRBU', '/watch?v=Uj47dxYPow8', '/watch?v=VNVCIWT3W20', '/watch?v=FVoXffphlCg', '/watch?v=oP2-8ysT3QQ', '/watch?v=xENj6Ns3CfU', '/watch?v=Pn874kEc3IA', '/watch?v=25LYVxTUZhM', '/watch?v=m6rfpQXzXu0', '/watch?v=uCBI6uJx_jY', '/watch?v=EFwa5Owp0-k', '/watch?v=zPtI8q9gvX8', '/watch?v=QyJ8gOss-Y8', '/watch?v=xBFMQxAFXZw', '/watch?v=g1EyWlt3TbM', '/watch?v=fXvQFE5siAI', '/watch?v=kuNfKbyOnDs', '/watch?v=zaBhtODEL0w', '/watch?v=mqKPgW3C5ps', '/watch?v=x3gq1p_CwCE']","['93,316', '182,192', '15,011,372', '87,860', '236,622', '455,101', '490,642', '839,122', '735,984', '127,848', '2,043,747', '232,920', '8,820', '3,289,084', '11,865', '109,624', '95,855', '466,141', '14,538', '1,736,352']"
